"","Date","Site.Name","AQS_PARAMETER_DESC","COUNTY","mean_AQI","mean_latitude","mean_longitude","Month","Year"
"205",2018-09-29,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,9,2018
"206",2018-09-30,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,9,2018
"207",2018-10-01,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"208",2018-10-02,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"209",2018-10-03,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"210",2018-10-04,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"211",2018-10-05,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"212",2018-10-06,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"213",2018-10-07,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"214",2018-10-08,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"215",2018-10-09,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"216",2018-10-10,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"217",2018-10-11,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"218",2018-10-12,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"219",2018-10-13,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"220",2018-10-14,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"221",2018-10-15,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"222",2018-10-16,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"223",2018-10-17,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"224",2018-10-18,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"225",2018-10-19,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"226",2018-10-20,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"227",2018-10-22,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"228",2018-10-24,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"229",2018-10-25,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"230",2018-10-26,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"231",2018-10-27,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"232",2018-10-28,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"233",2018-10-29,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"234",2018-10-30,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"235",2018-10-31,"Linville Falls","Ozone","Avery",36.2720819148655,35.6168491346124,-80.2084963267666,10,2018
"236",2018-03-01,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
"237",2018-03-02,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
"238",2018-03-03,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
"239",2018-03-04,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
"240",2018-03-05,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
"241",2018-03-06,"Durham Armory","Ozone","Durham",36.2720819148655,35.6168491346124,-80.2084963267666,3,2018
